Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
Philharmoniker Stra e 4 01 Innere Stadt 1010 Vienna Austria,60,11/1/16,9.5,Hotel Sacher Wien, Kazakhstan ,No Negative,0,632, The Hotel with great history best personnel ever best location and great food ,15,11,10.0,"[' Leisure trip ', ' Couple ', ' Top Deluxe Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",275 day,48.2038793,16.3698086
Piazza Della Repubblica 17 Central Station 20124 Milan Italy,241,6/21/17,9.1,Hotel Principe Di Savoia, Kazakhstan , Nothing ,3,1543, General manager was very rud The breakfast was rerribe after what with ambulance we go to the hospital And General manager was just complainibg that was our fault never recomend this hotel ,34,1,2.5,"[' Family with young children ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",43 days,45.479888,9.1962982
Piazza Della Repubblica 17 Central Station 20124 Milan Italy,241,7/13/17,9.1,Hotel Principe Di Savoia, Kazakhstan ,No Negative,0,1543, not the first time i am staying here as always everything is great ,15,23,9.6,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 5 nights ']",21 days,45.479888,9.1962982
Piazza Della Repubblica 17 Central Station 20124 Milan Italy,241,11/21/16,9.1,Hotel Principe Di Savoia, Kazakhstan ,No Negative,0,1543, great breakfasts,3,23,8.8,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 3 nights ']",255 day,45.479888,9.1962982
Piazza Della Repubblica 17 Central Station 20124 Milan Italy,241,11/10/15,9.1,Hotel Principe Di Savoia, Kazakhstan , Wifi breakfast wasn t so rich ,8,1543, Room service staff ,5,5,8.3,"[' Business trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",632 day,45.479888,9.1962982
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,7/9/17,8.5,The Westin Palace, Kazakhstan , Breakfasts are very poor,5,736,No Positive,0,8,5.8,"[' Leisure trip ', ' Family with young children ', ' Deluxe Contemporary Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",25 days,45.4790357,9.199028
Piazza Giuseppe Missori 1 Milan City Center 20123 Milan Italy,301,1/1/16,8.4,Hotel Dei Cavalieri, Kazakhstan , Staff at reception was a bit unfriendly the lady who did check in for us made us feel uncomfortable by her tone of voice slightly rude like she was so sorry she had to serve us No sleepers and bathrobe in the room Shower was not convenient Bell boy did not even offer his help to carry our luggage when we took key after check in But big variety of breakfast overweighted all drawbacks ,76,3445, Breakfast was excellent unlike three previous hotels we stayed during our trip to Italy Location is excellent Despite normal check in time is 14 00 we were checked in at 12 00 with no problem ,37,9,7.1,"[' Leisure trip ', ' Couple ', ' Business Double or Twin Room ', ' Stayed 1 night ']",580 day,45.4608547,9.1886179
Piazza Luigi di Savoia 6 Central Station 20124 Milan Italy,347,5/8/17,8.4,Hotel Michelangelo, Kazakhstan ,No Negative,0,3510, Breakfast,2,1,8.8,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",87 days,45.4845143,9.2057532
Piccadilly Westminster Borough London W1J 7BX United Kingdom,91,3/21/17,8.1,Sheraton Grand London Park Lane, Kazakhstan , Toilet flush buton was not properly installed ,9,376,No Positive,0,1,7.9,"[' Leisure trip ', ' Family with young children ', ' Classic Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",135 day,51.5092876,-0.1370062
Pla a Rosa dels Vents 1 Passeig Joan de Borbo Ciutat Vella 08039 Barcelona Spain,332,5/31/17,8.5,W Barcelona, Kazakhstan ,No Negative,0,2708, The best choice for hotel in Barselona,8,12,10.0,"[' Leisure trip ', ' Couple ', ' Wonderful Sky Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",64 days,41.368437,2.1901534
Plaza Carlos Iba ez 3 Sants Montju c 08038 Barcelona Spain,109,8/29/16,8.7,Hotel Miramar Barcelona GL, Kazakhstan ,No Negative,0,977, Perfect location with the view to the city,9,16,10.0,"[' Leisure trip ', ' Family with young children ', ' Premium Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",339 day,41.3703041,2.17141
Plaza Espa a 6 8 Sants Montju c 08014 Barcelona Spain,419,2/12/17,8.4,Catalonia Barcelona Plaza, Kazakhstan , Breakfast ,3,4527, Location ,3,1,7.9,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ']",172 day,41.3750293,2.1491172
Prins Hendrikkade 59 72 Amsterdam City Center 1012 AD Amsterdam Netherlands,493,4/25/17,8.6,NH Collection Amsterdam Barbizon Palace, Kazakhstan , Nothing,2,2865, Location breakfast stuff,4,12,8.3,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 2 nights ']",100 day,52.3764175,4.9002201
Prins Hendrikkade 59 72 Amsterdam City Center 1012 AD Amsterdam Netherlands,493,9/30/16,8.6,NH Collection Amsterdam Barbizon Palace, Kazakhstan , Check out took too long Not convenient when you are late for the flight ,16,2865, Very stylish and clean ,6,15,9.2,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 1 night ']",307 day,52.3764175,4.9002201
Professor Tulpplein 1 Amsterdam City Center 1018 GX Amsterdam Netherlands,29,3/29/16,9.0,InterContinental Amstel Amsterdam, Kazakhstan ,No Negative,0,151, Great and friendly staff amazing breakfasts,7,11,10.0,"[' Leisure trip ', ' Family with young children ', ' Executive King Room with City View ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",492 day,52.3600068,4.9051643
Provenza 195 Eixample 08008 Barcelona Spain,34,5/15/17,8.7,Hotel America Barcelona, Kazakhstan , There was an issue of bad smell coming from the bathroom maybe the airlock eater seal where the trap way is is malfunctioning or something This was very noticeable but housekeeping elected to ignore it all along ,39,310, Good room good location helpful staff ,8,3,7.1,"[' Leisure trip ', ' Family with young children ', ' Junior Suite ', ' Stayed 10 nights ']",80 days,41.3919083,2.1573318
Provincialeweg 38 Zuidoost 1108 AB Amsterdam Netherlands,245,7/9/17,7.5,Golden Tulip Amsterdam Riverside, Kazakhstan , Mattress and sheets were quite worn out ,9,2362, Very fast check in good internet connection big room and bathroom walkable distance to a tube station nice view on the river during breakfast ,26,15,6.3,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",25 days,52.3154533,4.9962997
Rathausstra e 17 01 Innere Stadt 1010 Vienna Austria,195,12/22/15,8.5,Austria Trend Hotel Rathauspark Wien, Kazakhstan , The room was really tiny ok for one or two nights but not more The breakfast was more or less ok however taking into consideration price of 125 Euro per nignt you expect a little bit more usually ,40,1884, The location is good enough As the main purpose was to visit Rathaus Christmas Market it was really convinient to do from here 10 15 minutes by foot ,30,27,5.8,"[' Business trip ', ' Solo traveler ', ' Classic Single Room ', ' Stayed 1 night ']",590 day,48.2133054,16.3567884
Rathstra e 24 Neustift am Walde 19 D bling 1190 Vienna Austria,37,10/26/15,9.0,Hotel Landhaus Fuhrgassl Huber, Kazakhstan ,No Negative,0,719, Very good,3,7,10.0,"[' Business trip ', ' Group ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",647 day,48.2508693,16.304957
Rembrandtplein 44 Amsterdam City Center 1017 CV Amsterdam Netherlands,76,9/26/16,7.4,Royal Amsterdam Hotel, Kazakhstan , No hairdryer ,4,627,No Positive,0,1,7.5,"[' Leisure trip ', ' Group ', ' Small Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",311 day,52.3657281,4.8972883
Robert Stolz Platz 1 01 Innere Stadt 1010 Vienna Austria,299,6/27/16,8.3,Le Meridien Vienna, Kazakhstan , bathrooms are super inconvenient they tried to make it unusual rather than handy,14,2393,No Positive,0,3,6.7,"[' Leisure trip ', ' Family with older children ', ' Executive Room with City View ', ' Stayed 5 nights ']",402 day,48.2027296,16.3661211
Ronda Sant Pere 9 Eixample 08010 Barcelona Spain,198,8/9/16,9.4,Catalonia Square 4 Sup, Kazakhstan , There is a tiny minus the pillows were large and not perfect for sleeping ,16,1711, I loved this hotel It s located right in the center of Barcelona The hotel is a good 4 The design is nice service is excellent everything is very comfortable Take this hotel price quality is well balanced They upgraded our room for free ,46,5,10.0,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",359 day,41.3885658,2.1712991
Rossell 265 Eixample 08008 Barcelona Spain,91,3/25/17,8.9,Hotel Omm, Kazakhstan , If you are a family with kids or teens If you like fresh air and open windows If you like when reception really takes care and send portiers by your check out to help with your luggage do not book this hotel ,44,631,No Positive,0,1,3.8,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",131 day,41.3962468,2.1609551
Rossell 390 Eixample 08025 Barcelona Spain,215,8/16/16,8.7,Ayre Hotel Rosell n, Kazakhstan , Kids wish pool would be bigger ,8,2359, We were really enjoyed our time in this hotel View is amazing Got a lot of ideas for space design Staff is amazing Good wifi Great area around ,30,5,9.2,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 2 nights ']",352 day,41.4047382,2.1727127
Rudolfsplatz 11 01 Innere Stadt 1010 Vienna Austria,120,5/30/17,8.6,K K Palais Hotel, Kazakhstan , The amenities breakfast cleanliness of the the room were not up to par with the price we paid per night ,22,992, Very good location at a 10 minute ride from the city center and all the hotspots ,18,1,6.3,"[' Leisure trip ', ' Family with young children ', ' Classic Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",65 days,48.2138096,16.3714293
Schottenring 3 01 Innere Stadt 1010 Vienna Austria,416,1/26/17,8.5,Hotel de France Wien, Kazakhstan , Reception staff especially one lady don t remember her name were not polite Bathroom was a disaster sink tub was clogged and shower glass door was for some reason attached to the wrong side of the bath opposite to the shower itself so when you take shower all water splashed on the floor TV is the same age and my grandmother I guess Not so happy with clearness as well Does not worse this amount of money ,79,5177, Only location and interior design was good ,9,9,5.4,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 6 nights ']",189 day,48.2146623,16.3627994
Schottenring 3 01 Innere Stadt 1010 Vienna Austria,416,3/21/16,8.5,Hotel de France Wien, Kazakhstan , Though I hanged the do not disturb tag on my door the minibar guy and someone else still knocked to my door ,24,5177, Comfy bed Very quiet room Excellent breakfast ,9,12,9.6,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",500 day,48.2146623,16.3627994
Schubertring 11 01 Innere Stadt 1010 Vienna Austria,127,5/31/16,8.2,Hotel Am Schubertring, Kazakhstan , The bed linen was not changed during my stay ,11,1259, The bed was really comfy and the bathroom had both shower and bathtub Everything was clean and the location is perfect ,23,1,9.2,"[' Leisure trip ', ' Solo traveler ', ' Studio ', ' Stayed 4 nights ']",429 day,48.2017277,16.375463
Schulerstra e 14 01 Innere Stadt 1010 Vienna Austria,113,5/11/17,8.9,Hotel Domizil, Kazakhstan , room could be bigger but this is natural given that hotel is located historical building in old vienna ,20,1558, a great hotel wonderful location in the heart of Vienna very friendly staff nice breakfast clean and tidy ,20,7,10.0,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",84 days,48.2080479,16.375612
Sloane Square Kensington and Chelsea London SW1W 8EG United Kingdom,279,6/5/16,8.2,Sloane Square Hotel, Kazakhstan , No robes so towels could have been a bit bigger,11,1140, Yet typical London hotel it is in the middle of everything very easy to commute do shopping walk around The staff is easy going and helpful Very good quality hotel,31,5,8.8,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",424 day,51.4927325,-0.1573708
Staalmeesterslaan 410 Slotervaart 1057 PH Amsterdam Netherlands,926,9/28/15,8.2,Ramada Apollo Amsterdam Centre, Kazakhstan ,No Negative,0,5770, Very comfortable hotel with good location friendly staff rich breakfast Comparing with other european hotels breakfasts in Ramada Apollo Amsterdam have big variety of dishes ,27,6,9.6,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",675 day,52.3681299,4.8440847
Staalmeesterslaan 410 Slotervaart 1057 PH Amsterdam Netherlands,926,12/23/16,8.2,Ramada Apollo Amsterdam Centre, Kazakhstan ,No Negative,0,5770, Clean and cozy rooms nearby landmarks,7,1,8.8,"[' Business trip ', ' Group ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",223 day,52.3681299,4.8440847
Stadhouderskade 12 Oud West 1054 ES Amsterdam Netherlands,243,10/29/15,8.1,Amsterdam Marriott Hotel, Kazakhstan , 1 Room was not clean we found cookies on the floor after previous guests 2 Shower cabin is not comfortable there isn t any shelf to put on gel shampoo etc so you forced to put in on the ground 3 Room is with high audibility All night long we heard Noise from the hall ,57,1556, Hotel staff was very friendly and professional Great location ,11,4,4.6,"[' Leisure trip ', ' Family with older children ', ' Deluxe Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",644 day,52.362514,4.8800077
Stadhouderskade 12 Oud West 1054 ES Amsterdam Netherlands,243,8/11/15,8.1,Amsterdam Marriott Hotel, Kazakhstan , no free wifi in rooms ,7,1556,No Positive,0,8,7.9,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Room ', ' Stayed 3 nights ']",723 day,52.362514,4.8800077
Stadhouderskade 25 Oud Zuid 1071 ZD Amsterdam Netherlands,297,6/10/17,8.3,Park Hotel, Kazakhstan , The hotel has the awful service Everyone in the hotel startibg from the concierge and receptionist business center stuff are so rude and arrogant and slow I wont stay there anymore ,33,2027, It is my second stay with Park hotel I Like rooms and breakfast Location is very good as well ,21,4,6.7,"[' Business trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",54 days,52.3613814,4.8832594
The Strand Westminster Borough London WC2N 5HX United Kingdom,359,3/29/17,9.3,Amba Hotel Charing Cross, Kazakhstan , Small reception hall if crowded its too noisy and fuss,11,1694, Very good location in the heart of London walking distance to Trafalgar square nice parks and food places shops and etc Good helpful staff good in room service and etc Free wifi ,34,66,7.9,"[' Business trip ', ' Couple ', ' Executive King Room ', ' Stayed 1 night ']",127 day,51.508236,-0.1261963
Uraniastra e 2 01 Innere Stadt 1010 Vienna Austria,169,5/8/17,8.1,Aparthotel Adagio Vienna City, Kazakhstan , No issues Super,4,1787, Everything is super highly recommended to travellers ,9,10,10.0,"[' Leisure trip ', ' Family with young children ', ' Superior Studio with City View ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",87 days,48.2110845,16.3838405
Valencia 157 Eixample 08011 Barcelona Spain,230,1/19/17,8.2,Sunotel Club Central, Kazakhstan , For that high price for room breakfast is toooo expensive,11,2836, Comfortable bed helpful staff ok location great restoraunt on the corner,12,8,8.3,"[' Leisure trip ', ' Family with young children ', ' Basic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",196 day,41.38793,2.1568061
Via Augusta 5 08006 Barcelona Spain,92,1/1/17,8.3,Hotel Balmoral, Kazakhstan ,No Negative,0,1023, Great location helpful staff good breakfast ,8,1,10.0,"[' Leisure trip ', ' Solo traveler ', ' Interior Double or Twin Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",214 day,41.3961294,2.1551626
Via Baracchini 12 Milan City Center 20123 Milan Italy,311,5/21/17,8.3,Brunelleschi Hotel, Kazakhstan , breakfast is nothing,4,3720, space and size of my room,7,19,7.1,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 1 night ']",74 days,45.461177,9.191047
Via della Giustizia 10 D Bicocca Zara 20125 Milan Italy,221,6/18/17,7.5,IH Hotels Milano Gioia, Kazakhstan , So Amateur for kinder garden age is good but not for business people breakfast bad restaurant like canteen no privacy 20 years hotel management i have and i say do not go 100 euro i paid lets deserv in Turkey 15 euro in Milano 50 euro,47,3811,No Positive,0,12,4.6,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",46 days,45.49952,9.206138
Via Fabio Filzi 25 B Central Station 20124 Milan Italy,224,9/7/16,8.6,UNA Hotel Century, Kazakhstan ,No Negative,0,2351, Very helpful personel in hotel polite and kind Rooms are clean and fresh Location is awesome if you travel to Milan by train Keep going in this way and you ll have lots of clients ,37,1,10.0,"[' Leisure trip ', ' Family with young children ', ' Family Junior Suite 3 Adults 1 Child ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",330 day,45.4841371,9.2001623
Via Fatebenefratelli 21 Milan City Center 20121 Milan Italy,233,12/1/15,8.5,Hotel Cavour, Kazakhstan , We booked a room with 2 single beds but upon arrival received 1 double bed When we asked for another room they said that nothing else is available Then a house keeper moved beds apart from each other There was a lot of dust on the carpet between beds House keeper was changing linens and cleaning the carpet while we were staying in the door Service is poor Everything looks better on photos than it is in reality ,80,2463, Location and breakfast,4,4,3.8,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",611 day,45.4726942,9.1943911
Via Felice Casati 18 Central Station 20124 Milan Italy,174,9/2/15,8.4,Best Western Plus Hotel Felice Casati, Kazakhstan , Room is tiny bed is small and breakfast assortment is poor and doesnt taste well apart from Buffalo cheese and cherry tomatos pastry was not fresh and tasted bad Same pastry was served two three days in a row ,41,1817, very good location close to Milano Centrale Clean room ,11,3,5.8,"[' Leisure trip ', ' Couple ', ' Economy Double Room ', ' Stayed 3 nights ']",701 day,45.4787357,9.2041131
Via Forcella 6 Navigli 20144 Milan Italy,50,8/22/15,9.0,Hotel Magna Pars Small Luxury Hotels of the World, Kazakhstan ,No Negative,0,454, Simply the best hotel in Milan All was perfect Next time for sure I will stay again in this marvelous hotel ,23,7,10.0,"[' Solo traveler ', ' Junior Suite ', ' Stayed 1 night ', ' Submitted from a mobile device ']",712 day,45.4524879,9.1669784
Via Galileo Galilei 2 Central Station 20124 Milan Italy,207,1/29/17,8.5,Windsor Hotel Milano, Kazakhstan , Well the parking is not included to the price though coming to the 4 star hotel I was sure I wouldn t need to pay any extra for the parking But was pretty surprised when they told me about extra payment for my car ,46,2601, The room location and price is very much fair I really enjoyed my stay there The staff was pretty professional though didn t seem very familiar warm and friendly how usually Italians are Though they did not refuse me to keep my luggage for 3 days when I was off for the weekends The breakfast was super rich and delicious Though the menu of the dinner was too much complicated kinda gourmet style and there was not lot of simple eatable food The dinner menu had only few dishes it took me a while to decide what to order out of 4 5 dishes and still I didn t like the food I selected at the end All the rest was SUPER GREAT Beautiful elegant rooms with high quality expensive furniture in classical style Bathroom was also good equipped Thank you for hosting me Definitely will be back ,150,38,10.0,"[' Business trip ', ' Solo traveler ', ' Twin Room ', ' Stayed 1 night ']",186 day,45.4794587,9.1951427
Via Mecenate 121 20138 Milan Italy,105,10/24/15,8.0,Novotel Milano Linate Aeroporto, Kazakhstan , Reception staff very abrupt Restaurant staff few and far between,11,1607, Beds comfortable,3,26,5.4,"[' Business trip ', ' Solo traveler ', ' Superior Room with Double Bed and Sofa Bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",649 day,45.4481878,9.2570459
Via Napo Torriani 18 Central Station 20124 Milan Italy,384,8/31/16,9.2,Hotel Berna, Kazakhstan ,No Negative,0,4017, The hotel is good Location is very nice close to metro and to train station from where it s possible to take also bus or express to airports Staff is very friendly and polite The room was good free mini bar gowns and slippers tea kettle with several types of tea plus some biscuits and sweets made our stay very comfortable Surely recommend this hotel ,67,1,10.0,"[' Leisure trip ', ' Family with young children ', ' Quality Double or Twin Room with Extra Bed ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",337 day,45.4826692,9.2034371
Via Pietro Gaggia 3 Ripamonti Corvetto 20139 Milan Italy,269,5/16/16,8.1,Starhotels Business Palace, Kazakhstan , Ramp of entering in the garage easy to make an accident ,13,5265, The reception has people very competent and multilanguages speaking and very fast in the registration and checkout Cleaners very well educated and fast in cleaning well ,28,3,9.6,"[' Family with older children ', ' Superior Triple Room ', ' Stayed 8 nights ']",444 day,45.43784,9.230901
Via Privata Leopoldo Gasparotto 8 Central Station 20124 Milan Italy,171,5/4/16,8.4,Best Western Madison Hotel, Kazakhstan , Room was small but enough for me ,9,2189, Perfect location near Central Station literally 5 minutes walk but on a quiet street quite new inside room equipment and bathroom facilities are fine,25,15,8.3,"[' Business trip ', ' Solo traveler ', ' Superior Single Room ', ' Stayed 1 night ']",456 day,45.4881471,9.2016609
Via Santa Marta 4 Milan City Center 20123 Milan Italy,64,9/17/15,9.2,Hotel Santa Marta Suites, Kazakhstan , Nothing to mention,4,549, Excellent small hotel with very professional and helpful staff Our room at the hotel had everything one may need The terrace of the hotel is beautiful Special thanks to the staff We felt ourselves like being guests at home of our old good friend Location is very good ,50,8,10.0,"[' Leisure trip ', ' Family with older children ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",686 day,45.4630441,9.183607
Via Santa Marta 4 Milan City Center 20123 Milan Italy,64,8/24/16,9.2,Hotel Santa Marta Suites, Kazakhstan ,No Negative,0,549, Very clean and very friendly staff Attention to security Perfect location ,13,3,10.0,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",344 day,45.4630441,9.183607
Via Santa Sofia 10 Milan City Center 20122 Milan Italy,325,7/17/16,8.5,Uptown Palace, Kazakhstan ,No Negative,0,2901, Location cleanliness shower stuff bed,6,11,9.6,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 3 nights ']",382 day,45.4574655,9.1919138
Via Senigallia 6 20161 Milan Italy,904,7/2/17,8.1,Hotel Da Vinci, Kazakhstan , Lack of night entertainment,5,16670, Value for money is good ,7,6,9.6,"[' Business trip ', ' Group ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",32 days,45.5331372,9.1711019
Via Spallanzani 40 Central Station 20129 Milan Italy,353,3/2/17,8.1,Starhotels Ritz, Kazakhstan , Rooms are small and not clean I had bad experiences for 300 I could book better hotel ,19,4248, Nothing,2,1,2.5,"[' Business trip ', ' Family with young children ', ' Superior Double or Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",154 day,45.4779041,9.2094965
Via Tarchetti 2 Milan City Center 20121 Milan Italy,436,6/29/17,8.4,NH Milano Touring, Kazakhstan , Some extra space in the room would help the comfort and a bit slow elevator,16,4568, Location is good close to the park shopping area and Milano centrale Very good choice of breakfast and cappucino,20,1,7.1,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",35 days,45.4769167,9.196665
Via Tarchetti 2 Milan City Center 20121 Milan Italy,436,2/2/16,8.4,NH Milano Touring, Kazakhstan ,No Negative,0,4568, Great We had a perfect time in this hotel It was very quiet and people were very kind The reception worked very good We were happy staying in this hotel ,32,11,9.2,"[' Business trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",548 day,45.4769167,9.196665
Via Tarchetti 2 Milan City Center 20121 Milan Italy,436,6/19/17,8.4,NH Milano Touring, Kazakhstan , The final cost of accommodation should be indicated in advance but but when the guest has already arrived at the hotel ,23,4568,No Positive,0,1,5.4,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",45 days,45.4769167,9.196665
Via Tarchetti 2 Milan City Center 20121 Milan Italy,436,2/17/17,8.4,NH Milano Touring, Kazakhstan , Quality for paid wifi was awful needs improvement,9,4568, Very cozy and good location close to everything we needed,11,2,7.9,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room with Extra bed 2 Adults 1 Child ', ' Stayed 2 nights ']",167 day,45.4769167,9.196665
Viale Bianca Maria 4 Milan City Center 20129 Milan Italy,231,5/4/17,9.0,Bianca Maria Palace Hotel, Kazakhstan , I didn t take breakfast but in my opinion 22 EUR for the hotel breakfast is a bit expensive ,21,2770, Location is very good Not far of from the central sights The rooms are fresh and the staff is very professional ,23,16,9.2,"[' Leisure trip ', ' Group ', ' Deluxe Single Room ', ' Stayed 1 night ']",91 days,45.4635445,9.2068649
Viale Fulvio Testi 300 Bicocca Zara 20126 Milan Italy,108,3/6/16,8.5,Starhotels Tourist, Kazakhstan ,No Negative,0,2135, Breakfast is of wide range Very close to metro station ,12,6,9.6,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 3 nights ']",515 day,45.5266395,9.2131549
Viale Sarca 336 Bicocca Zara 20125 Milan Italy,563,1/21/16,8.3,Hotel degli Arcimboldi, Kazakhstan , The shower somehow flows They do not offer bath coats as well as slippers ,16,10842, Breakfasts are great Also the beds are comfortable,9,3,7.9,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",560 day,45.5257221,9.2150033
Viale Tunisia 9 Central Station 20124 Milan Italy,132,6/26/17,8.1,Best Western Hotel St George, Kazakhstan ,No Negative,0,1700, I liked the location There is a bus stop for Serravalle in few minutes of walking distance ,19,6,8.8,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 6 nights ']",38 days,45.4770906,9.2054208
Viale Tunisia 9 Central Station 20124 Milan Italy,132,1/14/17,8.1,Best Western Hotel St George, Kazakhstan , little bit far away from historical part of the city,11,1700, good quality for adequate price,6,12,10.0,"[' Leisure trip ', ' Family with young children ', ' Superior Triple Room ', ' Stayed 2 nights ']",201 day,45.4770906,9.2054208
Vijzelstraat 4 Amsterdam City Center 1017 HK Amsterdam Netherlands,589,1/28/16,7.0,NH Carlton Amsterdam, Kazakhstan , Quite old hotel with small dark and not very clean room For 1 2 nights OK but for longer no way,22,4231, Very good location everything in 10 min wolk maximum,10,7,6.3,"[' Business trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ']",553 day,52.3663727,4.8930505
Vijzelstraat 4 Amsterdam City Center 1017 HK Amsterdam Netherlands,589,1/11/17,7.0,NH Carlton Amsterdam, Kazakhstan , No swimming pool,4,4231, Breakfast is super ,5,13,10.0,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",204 day,52.3663727,4.8930505
W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,214,2/25/16,7.8,Hotel Atlanta, Kazakhstan , Poor internet bathroom in one of our rooms was terrible it was very old and it was bath instead of shower cabin,23,2724, Personal is very kind location is quite good,9,3,7.5,"[' Leisure trip ', ' Group ', ' Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",525 day,,
Weihburggasse 3 01 Innere Stadt 1010 Vienna Austria,173,6/5/16,9.2,Hotel Kaiserin Elisabeth, Kazakhstan , Sneakers could be free of charge and breakfast could be better,12,1772, Location the very centre,5,2,9.6,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",424 day,48.2072348,16.372238
